Season_Episode_Name,Rating,Link,Story,Director,Writers,Stars
S7.E20 ∙ The Relationship Diremption,8.0,https://www.imdb.com//title/tt3554854/?ref_=ttep_ep_20,"Penny tries to help Sheldon when he reconsiders his ""relationship"" with String Theory. During a dinner with Howard and Bernadette, Raj discovers Howard once embarrassed himself on a date with Emily.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E21 ∙ The Anything Can Happen Recurrence,7.5,https://www.imdb.com//title/tt3572170/?ref_=ttep_ep_21,"When Sheldon tries to be spontaneous, it leads to unexpected friction between some of the gang. Meanwhile, Raj seeks Howard's help in preparing for a date with Emily.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E22 ∙ The Proton Transmogrification,7.7,https://www.imdb.com//title/tt3572176/?ref_=ttep_ep_22,"As the gang celebrate Star Wars Day, Sheldon has difficulty dealing with the recent death of Arthur ""Professor Proton"" Jeffries.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E23 ∙ The Gorilla Dissolution,7.8,https://www.imdb.com//title/tt3572182/?ref_=ttep_ep_23,Penny gets fired from her movie and takes a serious look at her life. Raj sees Emily on a date with another man at the movies. Howard and Bernadette have to take care of his mother after she breaks her leg.,['Peter Chakos'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E24 ∙ The Status Quo Combustion,8.0,https://www.imdb.com//title/tt3572184/?ref_=ttep_ep_24,"Sheldon gets upset about his career, the destruction of the comic book store and Leonard and Penny's future living arrangements. Howard and Bernadette struggle to keep hold of a caregiver for Mrs. Wolowitz.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E1 ∙ The Locomotion Interruption,7.2,https://www.imdb.com//title/tt3596130/?ref_=ttep_ep_1,"Sheldon's trip comes to an end when he is robbed, Penny interviews for a job at Bernadette's company, and Howard is weirded out by his mother's relationship with Stuart.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E2 ∙ The Junior Professor Solution,7.5,https://www.imdb.com//title/tt3807172/?ref_=ttep_ep_2,"Sheldon is forced to teach a class as a Junior Professor. Meanwhile, Amy plays both sides when tension arises between Penny and Bernadette.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E3 ∙ The First Pitch Insufficiency,7.0,https://www.imdb.com//title/tt3811812/?ref_=ttep_ep_3,"Howard becomes nervous after NASA asks him to throw out the first pitch at a Los Angeles Angels game. Meanwhile, Leonard and Penny try to prove Sheldon wrong when he says that he and Amy have a 'superior' relationship.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E4 ∙ The Hook-up Reverberation,7.2,https://www.imdb.com//title/tt3811814/?ref_=ttep_ep_4,"Raj's honesty about his past comes back to haunt him after Emily takes a dislike to Penny. Meanwhile, the guys consider investing in the comic book store.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E5 ∙ The Focus Attenuation,7.5,https://www.imdb.com//title/tt3811816/?ref_=ttep_ep_5,"The girls head to Las Vegas, while the guys try to invent something cool, but only come up with new ways to procrastinate.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E6 ∙ The Expedition Approximation,7.2,https://www.imdb.com//title/tt3823240/?ref_=ttep_ep_6,"Sheldon and Raj test whether they could survive a dark-matter research expedition in a salt mine by simulating the conditions in a steam tunnel. Meanwhile, Leonard and Penny seek advice from Howard and Bernadette when they argue about money.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E7 ∙ The Misinterpretation Agitation,7.7,https://www.imdb.com//title/tt3823244/?ref_=ttep_ep_7,"The guys befriend one of Penny's clients when he shows up at her apartment. Meanwhile, Bernadette gets upset when Amy torpedoes an article about her for a local magazine.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E8 ∙ The Prom Equivalency,8.0,https://www.imdb.com//title/tt3823242/?ref_=ttep_ep_8,"The girls decide to re-enact their high school proms with the guys. While Sheldon feels under pressure to commit to his relationship with Amy, Howard worries about who Stuart will bring as his date.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E9 ∙ The Septum Deviation,7.5,https://www.imdb.com//title/tt3823248/?ref_=ttep_ep_9,Sheldon panics when Leonard announces he has to go into the hospital for surgery. Raj discovers his parents have divorced.,['Anthony Rich'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E10 ∙ The Champagne Reflection,7.0,https://www.imdb.com//title/tt3823250/?ref_=ttep_ep_10,"While Sheldon retires ""Fun With Flags"", Leonard, Howard and Raj look for something significant in a dead professor's research, and Bernadette finds out what her colleagues really think of her.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E11 ∙ The Clean Room Infiltration,7.4,https://www.imdb.com//title/tt3823252/?ref_=ttep_ep_11,"Amy hosts a traditional Victorian Christmas Eve dinner as Raj's father comes to visit, while the guys try to shoo out a bird they let into the university clean room.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E12 ∙ The Space Probe Disintegration,7.2,https://www.imdb.com//title/tt3823254/?ref_=ttep_ep_12,"Raj worries a probe he designed will not work in outer space, while Leonard and Sheldon go shopping with Penny and Amy.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E13 ∙ The Anxiety Optimization,7.4,https://www.imdb.com//title/tt3862708/?ref_=ttep_ep_13,"When Sheldon becomes stuck in a rut with his work, the gang try to help him by raising his stress levels. Howard teases Raj with a game called ""Emily or Cinnamon.""",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E14 ∙ The Troll Manifestation,8.0,https://www.imdb.com//title/tt3862712/?ref_=ttep_ep_14,"Leonard and Sheldon defend themselves against criticism from an online bully, while the girls confront embarrassing moments from their pasts.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E15 ∙ The Comic Book Store Regeneration,8.0,https://www.imdb.com//title/tt3862710/?ref_=ttep_ep_15,"Howard receives some shocking news as everyone prepares for the re-opening of the comic book store. Meanwhile, Penny tries to teach Sheldon how to ""let it go,"" but can't follow her own advice when she learns something infuriating about Amy.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E16 ∙ The Intimacy Acceleration,7.8,https://www.imdb.com//title/tt3862714/?ref_=ttep_ep_16,"Sheldon and Penny agree to participate in an unusual experiment. Leonard, Amy, Raj and Emily spend the evening trying to escape a room with a ""zombie"". Howard and Bernadette run into trouble at the airport after returning from Mrs. Wolowitz's funeral.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E17 ∙ The Colonization Application,7.5,https://www.imdb.com//title/tt3862720/?ref_=ttep_ep_17,"A trip to the pet store ends in a fight after Amy learns Sheldon has applied for a one-way mission to colonize Mars. Meanwhile, Leonard surprises Penny with a very ""adult"" purchase, and Raj gets into trouble when he snoops around Emily's apartment.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E18 ∙ The Leftover Thermalization,7.3,https://www.imdb.com//title/tt3862722/?ref_=ttep_ep_18,"Tension arises when a magazine fails to mention Leonard in an article about the paper he co-wrote with Sheldon, and a blackout at Mrs. Wolowitz's home leads to a final family dinner in her honor.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E19 ∙ The Skywalker Incursion,7.5,https://www.imdb.com//title/tt3862724/?ref_=ttep_ep_19,"When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try and meet one of their idols. Meanwhile, while cleaning out Mrs. Wolowitz's house, a ping pong battle ensues when Howard and Bernadette argue over the fate of his TARDIS.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E20 ∙ The Fortification Implementation,7.5,https://www.imdb.com//title/tt3862726/?ref_=ttep_ep_20,Howard meets the half-brother he never knew he had. Penny is invited to appear on Wil Wheaton's podcast.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E21 ∙ The Communication Deterioration,7.0,https://www.imdb.com//title/tt3862728/?ref_=ttep_ep_21,"When Raj is asked to create a message on the off chance a NASA mission discovers alien life, the guys fight over what he should do, while Penny contemplates returning to acting.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E22 ∙ The Graduation Transmission,7.3,https://www.imdb.com//title/tt3862732/?ref_=ttep_ep_22,Howard questions his engineering abilities when he and Sheldon can't get a toy drone to fly. A cancelled flight nearly prevents Leonard from giving the commencement address at his former high school. Raj pits his parents against each other when his father cuts him off financially.,['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E23 ∙ The Maternal Combustion,7.5,https://www.imdb.com//title/tt3862734/?ref_=ttep_ep_23,Personalities collide when Leonard and Sheldon's mothers meet for the first time. Bernadette reaches her limit with Howard and Stuart.,['Anthony Rich'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S8.E24 ∙ The Commitment Determination,7.9,https://www.imdb.com//title/tt3862738/?ref_=ttep_ep_24,"As Sheldon presses Leonard and Penny to set a wedding date, he encounters major changes in his relationship with Amy. Meanwhile, Raj wonders if he should break up with Emily, and Howard and Bernadette struggle to ask Stuart to move out.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E1 ∙ The Matrimonial Momentum,6.8,https://www.imdb.com//title/tt3603346/?ref_=ttep_ep_1,"Penny struggles with Leonard's confession that he kissed another woman as they prepare to get married in Las Vegas. Meanwhile, Sheldon doesn't know what to do after Amy pushes pause on their relationship.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E2 ∙ The Separation Oscillation,7.3,https://www.imdb.com//title/tt4938690/?ref_=ttep_ep_2,"Leonard and Penny try to work through their marital issues. Meanwhile, Sheldon films a special episode of ""Fun with Flags"" after his breakup with Amy, and Bernadette feels guilty about withholding a secret from Penny.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E3 ∙ The Bachelor Party Corrosion,7.7,https://www.imdb.com//title/tt4962326/?ref_=ttep_ep_3,The guys's skills are put to the test when they get a flat tire on the way to Mexico for Leonard's bachelor party. The girls throw Penny a mini-bachelorette party.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E4 ∙ The 2003 Approximation,7.4,https://www.imdb.com//title/tt4995126/?ref_=ttep_ep_4,"An impending change to his living arrangements inspires Sheldon to revert to 2003, before he met Penny and Leonard. Raj and Howard form a band for the comic book store.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E5 ∙ The Perspiration Implementation,7.4,https://www.imdb.com//title/tt5027380/?ref_=ttep_ep_5,"Kripke expresses interest in Amy while leading a fencing lesson for the guys. Meanwhile, Stuart seeks help from the girls in getting more women interested in the comic book store.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E6 ∙ The Helium Insufficiency,7.2,https://www.imdb.com//title/tt5090816/?ref_=ttep_ep_6,"Leonard and Sheldon go to great lengths to secure the helium they need during a nation-wide shortage. Meanwhile, the rest of the gang try to find Amy a new boyfriend on a dating app.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E7 ∙ The Spock Resonance,7.9,https://www.imdb.com//title/tt5073156/?ref_=ttep_ep_7,,['Nikki Lorre'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E8 ∙ The Mystery Date Observation,7.9,https://www.imdb.com//title/tt5117928/?ref_=ttep_ep_8,"Sheldon, Howard and Raj post an ad online to find a new girlfriend for Sheldon. Penny and Bernadette decide to spy when Amy is secretive about who she is dating.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E9 ∙ The Platonic Permutation,7.8,https://www.imdb.com//title/tt5143500/?ref_=ttep_ep_9,"On Thanksgiving, Sheldon and Amy try to spend time together as friends and go to an aquarium, Howard reluctantly agrees to volunteer at the soup kitchen with Bernadette, Raj and Emily, and Penny discovers that Leonard knows more about her than she thought.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E10 ∙ The Earworm Reverberation,8.3,https://www.imdb.com//title/tt5143508/?ref_=ttep_ep_10,"Sheldon has a revelation when he realizes why a song was stuck in his head. Meanwhile, Amy invites Dave over for dinner despite their previously awkward date, and Howard and Raj become obsessed with a fan of their band.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E11 ∙ The Opening Night Excitation,9.0,https://www.imdb.com//title/tt5143516/?ref_=ttep_ep_11,"Leonard, Howard and Raj have to decide who will take their extra Star Wars movie ticket, while Sheldon plans something special for Amy's birthday.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E12 ∙ The Sales Call Sublimation,7.4,https://www.imdb.com//title/tt5273742/?ref_=ttep_ep_12,"Penny gets more than she bargained for when Leonard agrees to meet with a psychiatrist on her behalf to make a sale. Meanwhile, Sheldon and Raj collaborate on an astronomical discovery, and Howard and Bernadette's happiness is short-lived after Stuart moves out.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E13 ∙ The Empathy Optimization,7.4,https://www.imdb.com//title/tt5273740/?ref_=ttep_ep_13,"After being forced to deal with a sick Sheldon, the rest of the gang try to treat themselves to a Sheldon-free weekend.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E14 ∙ The Meemaw Materialization,7.5,https://www.imdb.com//title/tt5295650/?ref_=ttep_ep_14,"Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy. Meanwhile, Raj meets a girl at the comic book store who makes him question his relationship with Emily.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E15 ∙ The Valentino Submergence,7.5,https://www.imdb.com//title/tt5341496/?ref_=ttep_ep_15,"Sheldon and Amy host a Valentine's Day episode of ""Fun with Flags"", Leonard and Penny grapple with getting older, Howard and Bernadette find a surprise in their hot tub and Raj is torn between Emily and Claire.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E16 ∙ The Positive Negative Reaction,7.4,https://www.imdb.com//title/tt5376678/?ref_=ttep_ep_16,Bernadette reveals her pregnancy to Howard and the rest of the gang.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E17 ∙ The Celebration Experimentation,7.5,https://www.imdb.com//title/tt5436356/?ref_=ttep_ep_17,The gang convince Sheldon to celebrate his birthday and throw him a party.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E18 ∙ The Application Deterioration,7.5,https://www.imdb.com//title/tt5497250/?ref_=ttep_ep_18,"Leonard, Sheldon, and Howard run into problems when they file for a patent for their infinite persistence gyroscope. Meanwhile, the girls give Raj dating advice when Emily reaches out to him after their breakup.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E19 ∙ The Solder Excursion Diversion,7.4,https://www.imdb.com//title/tt5522908/?ref_=ttep_ep_19,"Amy is shocked at a revelation from Sheldon after she buys him a new laptop. Meanwhile, Raj sells out Leonard and Howard after they lie to Penny and Bernadette in order to attend an early screening of a movie.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E20 ∙ The Big Bear Precipitation,7.4,https://www.imdb.com//title/tt5586046/?ref_=ttep_ep_20,Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E21 ∙ The Viewing Party Combustion,7.4,https://www.imdb.com//title/tt5586050/?ref_=ttep_ep_21,"The gang pick sides when a small argument between Leonard and Sheldon erupts into a heated fight during a ""Game of Thrones"" viewing party.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E22 ∙ The Fermentation Bifurcation,7.4,https://www.imdb.com//title/tt5597958/?ref_=ttep_ep_22,"Sheldon and Bernadette spend the evening together while the rest of the gang go to a wine tasting party, but things get uncomfortable for Raj when Penny's ex-boyfriend Zack shows up and takes an interest in Claire.",['Nikki Lorre'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E23 ∙ The Line Substitution Solution,7.4,https://www.imdb.com//title/tt5597960/?ref_=ttep_ep_23,"Sheldon hires Stuart to spend the day with Amy when he would rather go to the movies. Meanwhile, Penny struggles to make a connection with Leonard's mother when she comes to visit.",['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S9.E24 ∙ The Convergence Convergence,7.8,https://www.imdb.com//title/tt5562854/?ref_=ttep_ep_24,"Leonard and Penny try to have a wedding ceremony that everyone can attend, but it creates serious conflict among Sheldon's mother and Leonard's divorced parents. Meanwhile, Howard and Raj become convinced the government is out to get them.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E1 ∙ The Conjugal Conjecture,7.8,https://www.imdb.com//title/tt3603372/?ref_=ttep_ep_1,"As Leonard and Penny attempt to hold another wedding ceremony everyone can attend, they have to deal with Penny's family arriving and Leonard's father spending the night with Sheldon's mother.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E2 ∙ The Military Miniaturization,7.3,https://www.imdb.com//title/tt5973910/?ref_=ttep_ep_2,Howard is visited by an Air Force colonel regarding his invention. Penny accidentally lets it slip about Bernadette's pregnancy to their co-workers.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E3 ∙ The Dependence Transcendence,7.2,https://www.imdb.com//title/tt5996928/?ref_=ttep_ep_3,"Bernadette confesses to Raj that she isn't sure if she's ready to be a mother, Penny accompanies Amy to a university mixer, and Sheldon goes to unusual extremes to assist Howard with his military project.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E4 ∙ The Cohabitation Experimentation,7.9,https://www.imdb.com//title/tt6062772/?ref_=ttep_ep_4,"When Amy must vacate her apartment for repairs, living arrangements are made with Leonard, Sheldon, and Penny. Howard and Bernadette don't want to know the sex of their baby, but Raj finds out.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E5 ∙ The Hot Tub Contamination,7.4,https://www.imdb.com//title/tt6077690/?ref_=ttep_ep_5,"Sheldon and Amy go through a period of adjustment with their new living arrangement. Howard and Bernadette are forced to vacation at home when she falls ill and keep it a secret, unaware Raj and Stuart planned to use their hot tub.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E6 ∙ The Fetal Kick Catalyst,7.4,https://www.imdb.com//title/tt5825290/?ref_=ttep_ep_6,"Sheldon and Amy host a brunch. Penny is surprised by her popularity when her movie, ""Serial Ape-Ist"" is featured at a Van Nuys comic book convention. Howard starts to freak out about parenthood after feeling the baby kick for the first time.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E7 ∙ The Veracity Elasticity,7.9,https://www.imdb.com//title/tt6186420/?ref_=ttep_ep_7,Amy doesn't tell Sheldon her apartment has been repaired. Leonard finds out Penny is slowly moving all of his collectible toys into storage.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E8 ∙ The Brain Bowl Incubation,8.0,https://www.imdb.com//title/tt6189462/?ref_=ttep_ep_8,"A successful gene experimentation leaves Sheldon excited to procreate with Amy, and he pulls out all stops to get her on board. Meanwhile, Raj takes an interest in the cleaning lady at the university.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E9 ∙ The Geology Elevation,7.4,https://www.imdb.com//title/tt6214960/?ref_=ttep_ep_9,Sheldon can't contain his jealousy when Bert wins a grant for his geology research. A distasteful toy built by Howard faces judgement from the gang.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E10 ∙ The Property Division Collision,7.3,https://www.imdb.com//title/tt6255718/?ref_=ttep_ep_10,Dividing up their possessions becomes an all-out war between Leonard and Sheldon. Stuart asks to live with Howard and Bernadette and tries to supplant Raj's efforts to help with the new baby.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E11 ∙ The Birthday Synchronicity,7.5,https://www.imdb.com//title/tt6255770/?ref_=ttep_ep_11,Amy's desire to have an intimate night with Sheldon on her birthday is interrupted by Bernadette going into labor.,['Nikki Lorre'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E12 ∙ The Holiday Summation,7.3,https://www.imdb.com//title/tt6320950/?ref_=ttep_ep_12,"After spending the holidays apart, the gang get together to hear about Sheldon's and Amy's trip to Texas, Leonard's and Penny's Christmas tree adventure, and Howard's and Bernadette's first days as parents.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E13 ∙ The Romance Recalibration,6.9,https://www.imdb.com//title/tt6337212/?ref_=ttep_ep_13,Leonard and Penny ask for Sheldon's and Amy's help on putting the romance back in their marriage. Howard and Raj go to extreme lengths to stop the floor in Halley's bedroom from making noise.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E14 ∙ The Emotion Detection Automation,7.2,https://www.imdb.com//title/tt6414316/?ref_=ttep_ep_14,Penny wants to help her brother get a job with her company. Sheldon learns of a machine that will help him understand human emotions. Raj reunites some of his old girlfriends to figure out why he is still single.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E15 ∙ The Locomotion Reverberation,7.3,https://www.imdb.com//title/tt6438684/?ref_=ttep_ep_15,Leonard and Howard's attempt to keep Sheldon away from their Air Force project by sending him on a train trip backfires. Penny and Amy take Bernadette for her first night out since having the baby.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E16 ∙ The Allowance Evaporation,7.1,https://www.imdb.com//title/tt6495864/?ref_=ttep_ep_16,Sheldon and Amy have their first fight since moving in together. Meanwhile Raj is shocked at the reality of financial independence when he stops receiving support from his father.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E17 ∙ The Comic-Con Conundrum,7.4,https://www.imdb.com//title/tt6527026/?ref_=ttep_ep_17,The guys' annual trip to Comic Con is in doubt when Raj can't afford to go.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E18 ∙ The Escape Hatch Identification,7.1,https://www.imdb.com//title/tt6565510/?ref_=ttep_ep_18,"When the gang offer places for Raj to live, it creates unexpected conflict among everyone.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E19 ∙ The Collaboration Fluctuation,7.1,https://www.imdb.com//title/tt6565514/?ref_=ttep_ep_19,"Leonard, Penny and Raj adjust to their new living arrangements; Sheldon expresses an interest in Amy's work.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
