고급휘발유,보통휘발유,경유,실내등유,상표 URL,주유소 이름,세차장,충전소,경정비,편의점,24시영업,주소,상표
2050,1830,1750,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대교셀프주유소,False,False,False,False,False,서울 강남구 강남대로 640 (신사동),SK에너지
2025,1845,1725,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,삼성동주유소,True,False,False,False,False,서울 강남구 테헤란로 619,HD현대오일뱅크
2027,1857,1697,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(유)동하석유 힐탑셀프주유소,True,False,False,False,True,서울 강남구 논현로 640,SK에너지
2067,1867,1842,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜에너지플러스허브GS타워,False,False,True,False,True,서울 강남구 논현로 516 (역삼동),GS칼텍스
2057,1877,1737,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대동석유 압구정주유소,True,False,False,False,True,서울 강남구 언주로 842 (신사동),SK에너지
2295,1898,1798,1700,https://www.opinet.co.kr/images/user/com/icon_gs.gif,세진에너지(주) 개포주유소,True,False,False,False,False,서울 강남구 양재대로 339,GS칼텍스
2195,1995,1795,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,한양주유소,True,False,False,False,False,서울 강남구 압구정로 302 (신사동),HD현대오일뱅크
2259,2059,1985,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 삼성로주유소,True,False,False,False,True,서울 강남구 삼성로 563 (삼성동),GS칼텍스
False,2266,2096,1869,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대청주유소,True,False,False,False,False,서울 강남구 개포로 654 (일원동),SK에너지
2377,2278,2127,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,명품주유소,True,False,False,False,True,서울 강남구 도곡로 249 (역삼동),S-OIL
2577,2288,2098,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,㈜새서울석유 새서울주유소,True,False,False,False,True,서울 강남구 압구정로 154,HD현대오일뱅크
2588,2388,2188,1550,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)소모 쎈트럴주유소,True,False,False,False,False,서울 강남구 삼성로 335,GS칼텍스
2670,2435,2270,1840,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK논현주유소,True,False,True,False,True,서울 강남구 논현로 747 (논현동),SK에너지
2768,2548,2290,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)제이제이네트웍스 제이제이주유소,True,False,False,False,True,서울 강남구 언주로 716,HD현대오일뱅크
2860,2620,2580,1850,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)만정에너지 삼보주유소,True,False,False,False,False,서울 강남구 봉은사로 433 (삼성동),GS칼텍스
False,1665,1549,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,재건에너지 재정제2주유소 고속셀프지점,True,False,False,False,False,서울특별시 강동구 천호대로 1246 (둔촌제2동),HD현대오일뱅크
False,1683,1567,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,구천면주유소,False,False,False,False,False,서울 강동구 구천면로 357 (암사동),HD현대오일뱅크
1895,1695,1575,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,방아다리주유소,True,False,False,False,False,서울 강동구 동남로 811 (명일동),SK에너지
1939,1739,1639,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 동서울주유소,True,False,False,False,False,서울 강동구 천호대로 1456 (상일동),GS칼텍스
1965,1766,1628,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주)길동주유소,True,False,False,False,False,서울 강동구 천호대로 1168,GS칼텍스
1976,1776,1648,1500,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)소모 신월주유소,True,False,False,False,False,서울 강동구 양재대로 1323,GS칼텍스
1999,1789,1639,1600,https://www.opinet.co.kr/images/user/com/icon_sk.gif,sk해뜨는주유소,True,False,True,False,False,서울 강동구 상일로 132 (강일동),SK에너지
1970,1790,1670,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)퍼스트오일 코알라주유소,True,False,False,False,False,서울특별시 강동구 올림픽로 556 (성내동),S-OIL
1999,1796,1658,1699,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)삼표에너지 고덕주유소,True,False,False,True,False,서울 강동구 고덕로 39 (암사동),GS칼텍스
False,1818,1698,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)소모 성내주유소,True,False,True,False,False,서울 강동구 올림픽로 578 (성내동),GS칼텍스
1934,1824,1694,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,주)지유에너지직영 오렌지주유소,True,False,True,False,False,서울 강동구 성안로 102 (성내동),SK에너지
False,1938,1793,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,천호현대주유소,True,False,True,False,False,서울 강동구 천중로 67 (천호동),HD현대오일뱅크
False,1968,1858,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,광성주유소,True,False,True,False,True,서울 강동구 올림픽로 673 (천호동),S-OIL
1849,1645,1515,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)서울에너지 시민주유소,False,False,False,False,False,서울 강북구 인수봉로 185 (수유동),HD현대오일뱅크
False,1645,1515,1380,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)석산에너지,False,False,False,False,False,서울 강북구 삼양로 316 (수유동),HD현대오일뱅크
False,1645,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,덕릉로주유소,True,False,False,False,False,서울 강북구 덕릉로 158 (번동),S-OIL
1849,1645,1515,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 번동주유소,True,False,False,False,False,서울 강북구 한천로 963 (번동),HD현대오일뱅크
False,1661,1525,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,수유동주유소,False,False,False,False,True,서울 강북구 도봉로 395 (수유동),GS칼텍스
1849,1669,1525,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,㈜지에스이앤알 미아주유소,True,False,False,False,False,서울 강북구 도봉로 122 (미아동),GS칼텍스
False,1669,1525,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,씨앤에스유통㈜ 미아셀프주유소,True,False,False,False,False,서울 강북구 도봉로 200 (미아동),S-OIL
False,1689,1557,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 매일주유소,True,False,False,True,False,서울 강북구 삼양로 217 (미아동),SK에너지
1849,1715,1575,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,북서울고속주유소,False,False,False,False,False,서울 강북구 삼양로 410 (수유동),SK에너지
False,1729,1579,1500,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주)신광주유소,True,False,True,False,False,서울 강북구 삼양로 484,GS칼텍스
False,1624,1499,False,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,화곡역주유소,False,False,False,False,True,서울 강서구 강서로 154 (화곡동),알뜰주유소
False,1624,1499,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,이케이에너지(주) 강서주유소,True,False,True,False,False,서울 강서구 화곡로 273 (화곡동),HD현대오일뱅크
False,1634,1537,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,㈜한경에너지 신화곡주유소,True,False,False,True,True,서울 강서구 국회대로 71,SK에너지
1834,1634,1537,1450,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 경인고속주유소,True,True,False,False,True,서울 강서구 국회대로 225 (화곡동),GS칼텍스
False,1634,1537,False,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,목화주유소,True,False,False,False,False,서울 강서구 국회대로 251 (화곡동),알뜰주유소
False,1644,1523,1600,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)타이거오일 방화주유소,False,False,False,False,False,서울 강서구 방화동로 58-2,SK에너지
1915,1650,1525,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,스카이주유소,True,False,False,True,True,서울 강서구 개화동로 457 (방화동),S-OIL
1915,1650,1525,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,행촌에너지 공항주유소,True,False,True,True,True,서울 강서구 개화동로 420 (개화동),HD현대오일뱅크
1895,1652,1522,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,KH에너지㈜직영 KH외발산주유소,True,True,True,True,False,서울 강서구 방화대로 30,SK에너지
1856,1654,1524,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,피트인 하이웨이,True,False,False,False,True,서울 강서구 공항대로 432,S-OIL
False,1655,1525,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,강서오곡셀프주유소,True,False,False,False,True,서울 강서구 벌말로 254 (오곡동),SK에너지
False,1659,1535,1400,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,유턴주유소,False,False,False,False,False,서울 강서구 남부순환로 57,알뜰주유소
False,1659,1534,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,㈜오일마스터강서지점 등촌주유소,True,False,True,False,False,서울 강서구 등촌로 189,HD현대오일뱅크
False,1662,1537,False,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,뉴신정주유소,False,False,True,True,False,서울 강서구 곰달래로 207,알뜰주유소
False,1665,1535,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,씨앤에스유통(주) 마곡드림주유소,True,False,False,False,False,서울 강서구 방화대로 254(마곡동),S-OIL
False,1678,1558,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,강서열린주유소,True,False,False,False,False,서울 강서구 등촌로 213 (등촌동),GS칼텍스
1884,1694,1543,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,KH에너지㈜직영 가양주유소,True,False,True,True,True,서울 강서구 강서로 498 (가양동),SK에너지
1899,1699,1548,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주) 마곡대성주유소,False,False,False,False,False,서울 강서구 강서로 457,GS칼텍스
1889,1699,1548,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,오션네트웍스(주) 서울식물원지점,False,False,False,False,False,서울 강서구 양천로 300,SK에너지
1899,1699,1568,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주)방화대성주유소,True,False,False,True,False,서울 강서구 양천로 176,GS칼텍스
1885,1704,1599,1489,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 양화교셀프주유소,True,False,False,False,False,서울 강서구 공항대로 653,HD현대오일뱅크
False,1717,1577,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,개화주유소,True,False,False,False,False,서울 강서구 양천로 57,SK에너지
1916,1718,1568,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,우장산주유소,True,False,False,False,False,서울 강서구 강서로 292,SK에너지
1916,1719,1568,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주) 관문주유소,True,False,True,False,False,서울 강서구 공항대로 314,GS칼텍스
1916,1719,1568,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성주유소,True,False,True,False,False,서울 강서구 강서로 472,GS칼텍스
1926,1723,1586,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,화곡현대주유소,True,False,False,False,True,서울 강서구 강서로 151 (화곡동),SK에너지
False,1738,1588,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,세원제1주유소,True,False,True,False,False,서울 강서구 양천로 311 (가양동),SK에너지
1955,1759,1619,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 가양주유소,True,False,False,False,False,서울 강서구 양천로 391 (가양동),HD현대오일뱅크
False,1770,1646,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)한진 김포공항제2주유소,False,False,False,False,False,서울 강서구 하늘길 112,S-OIL
False,1798,1668,1600,https://www.opinet.co.kr/images/user/com/icon_sk.gif,코리나(주)청룡주유소,True,False,False,False,False,서울 강서구 양천로 576,SK에너지
1998,1798,1658,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,박물관주유소,True,False,True,True,False,서울 강서구 양천로53길 97 (가양동),GS칼텍스
False,1897,1795,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,참솔에너지,True,False,False,False,False,서울 강서구 벌말로 281 (오곡동),S-OIL
False,2030,1858,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,염창동주유소,True,False,False,False,False,서울 강서구 양천로 720,SK에너지
1885,1638,1513,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,㈜CW창원,True,False,True,False,False,서울 관악구 과천대로 921 (남현동),HD현대오일뱅크
False,1654,1544,1400,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,(주)연우에너지 신관주유소,True,False,False,False,False,서울 관악구 신림로 290 (신림동),알뜰주유소
False,1654,1544,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,진우7주유소 ㈜준우에너지,False,False,False,False,False,서울 관악구 보라매로 41,HD현대오일뱅크
False,1659,1544,1399,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 문성골주유소,True,False,False,False,False,서울 관악구 문성로 97,HD현대오일뱅크
1994,1694,1594,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)한유에너지 행운주유소,True,False,False,False,False,서울 관악구 남부순환로 1883 (봉천동),SK에너지
1895,1695,1595,1380,https://www.opinet.co.kr/images/user/com/icon_gs.gif,서일석유(주)락성주유소,True,False,True,False,True,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스
1905,1705,1605,1380,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주)직영 신봉천주유소,True,False,False,True,False,서울 관악구 남부순환로 1880 (봉천동),SK에너지
False,1724,1594,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대양석유(주)직영 보라매주유소,True,False,False,False,False,서울 관악구 보라매로 26 (봉천동),SK에너지
False,1738,1628,1498,https://www.opinet.co.kr/images/user/com/icon_soil.gif,유림주유소,True,False,True,False,True,서울 관악구 신림로 176 (신림동),S-OIL
2029,1769,1628,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 관악셀프주유소,False,False,False,False,False,서울 관악구 남부순환로 1520 (신림동),HD현대오일뱅크
False,1769,1646,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,현대주유소,False,False,False,False,False,서울 관악구 난곡로 108 (신림동),HD현대오일뱅크
False,1855,1695,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,관악시몬주유소,True,False,False,False,False,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL
2099,1948,1778,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,CJ대한통운㈜ 신림주유소,True,False,False,False,False,서울 관악구 남부순환로 1515 (신림동),GS칼텍스
False,1989,1799,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 난곡주유소,False,False,False,False,False,서울 관악구 난곡로 206,GS칼텍스
False,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 중원주유소,True,False,False,False,False,서울 광진구 동일로 398 (중곡동),HD현대오일뱅크
False,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)창원CW,True,False,False,False,False,서울 광진구 광나루로 460 (화양동),HD현대오일뱅크
1825,1645,1515,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,㈜동화오일 대원주유소,True,False,False,False,False,서울 광진구 용마산로 122 (중곡동),GS칼텍스
1844,1655,1527,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,삼호주유소,True,False,False,False,True,서울 광진구 천호대로 809 (광장동),S-OIL
1844,1655,1527,1490,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 능동주유소,True,False,True,False,True,서울 광진구 천호대로 584 (능동),HD현대오일뱅크
False,1660,1525,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,용마주유소,False,False,False,False,False,서울 광진구 용마산로 68 (중곡동),GS칼텍스
False,1665,1539,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 장호셀프주유소,True,False,True,False,False,서울 광진구 자양로 37,HD현대오일뱅크
1824,1665,1537,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,정해네트웍스(주)일진주유소,True,False,False,False,True,서울 광진구 동일로 413 (중곡동),S-OIL
1799,1675,1545,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,서울중앙고속주유소,False,False,False,False,False,서울 광진구 동일로 345 (중곡동),SK에너지
False,1675,1565,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)장수주유소,False,False,True,False,True,서울 광진구 동일로 266 (군자동),SK에너지
1867,1675,1547,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 중곡현대주유소,True,False,False,False,False,서울 광진구 동일로 435 (중곡동),HD현대오일뱅크
2038,1768,1648,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,유니스에너지 자양주유소,True,False,False,False,False,서울 광진구 아차산로 298 (자양동),SK에너지
2127,1938,1798,1558,https://www.opinet.co.kr/images/user/com/icon_sk.gif,강평주유소,True,False,False,False,False,서울 광진구 아차산로 616,SK에너지
False,1627,1549,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,개봉주유소,True,False,False,False,False,서울 구로구 고척로 115 (개봉동),HD현대오일뱅크
1859,1627,1510,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)서울에너지 궁동주유소,False,False,False,False,False,서울 구로구 오리로 1299 (궁동),HD현대오일뱅크
1859,1627,1510,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,영진주유소,False,False,False,False,False,서울 구로구 구로동로 20 (가리봉동),HD현대오일뱅크
1859,1627,1510,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,㈜자연에너지 고척주유소,True,False,False,False,False,서울 구로구 고척로 199 (고척동),HD현대오일뱅크
False,1646,1516,False,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,신성주유소,True,False,False,False,False,서울 구로구 구로동로 187 (구로제2동),알뜰주유소
1857,1647,1520,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 개봉동주유소,True,False,False,False,True,서울 구로구 경인로 290,GS칼텍스
False,1648,1518,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)한미석유구로그린주유소,True,False,True,False,False,서울 구로구 구로중앙로 76 (구로동),GS칼텍스
False,1665,1535,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,씨앤에스유통(주) 구로드림주유소,True,False,False,False,False,서울 구로구 경인로 41 (온수동),S-OIL
1885,1675,1515,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)디큐브주유소,False,False,False,False,True,서울 구로구 경인로 650,GS칼텍스
False,1675,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,극동유화(주) 항동주유소,True,False,False,False,False,서울 구로구 서해안로 2154 (항동),S-OIL
1849,1695,1555,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,서서울고속주유소,True,False,False,False,False,서울 구로구 경인로 150 (오류동),SK에너지
1899,1697,1567,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK구로주유소,True,False,False,False,False,서울 구로구 구일로 94 (구로동),SK에너지
False,1697,1567,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,구인주유소,True,False,True,True,False,서울 구로구 경인로 558 (구로동),SK에너지
1908,1729,1607,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 구로셀프주유소,True,False,True,False,True,서울 구로구 시흥대로 531,HD현대오일뱅크
1968,1768,1598,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,대원셀프주유소,True,False,False,False,False,서울 구로구 개봉로 7,HD현대오일뱅크
2158,1948,1748,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)제이제이네트웍스 신구로주유소,True,False,False,False,False,서울 구로구 가마산로 293 (구로동),HD현대오일뱅크
False,1998,1798,1698,https://www.opinet.co.kr/images/user/com/icon_soil.gif,동아주유소,False,False,False,True,False,서울 구로구 도림로 91 (구로동),S-OIL
False,2290,2140,1790,https://www.opinet.co.kr/images/user/com/icon_gs.gif,구로주유소,False,False,False,False,False,서울 구로구 구로동로 137 (구로동),GS칼텍스
False,1638,1533,1450,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)화동유업 화동주유소,True,False,False,False,False,서울 금천구 시흥대로 484,SK에너지
False,1639,1534,1400,https://www.opinet.co.kr/images/user/com/icon_rto_new.gif,(주)백운주유소,False,False,False,False,False,서울 금천구 시흥대로 282,알뜰주유소
False,1665,1535,1350,https://www.opinet.co.kr/images/user/com/icon_soil.gif,구광주유소,True,False,False,False,False,서울 금천구 서부샛길 674 (가산동),S-OIL
1885,1695,1555,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대득에너지(금천셀프주유소),True,False,False,True,True,서울 금천구 시흥대로 81 (시흥동),GS칼텍스
1989,1696,1584,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 금천현대셀프주유소,True,False,False,False,False,서울 금천구 독산로 147 (시흥동),HD현대오일뱅크
1889,1719,1589,1380,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 이가주유소,True,False,True,False,False,서울 금천구 시흥대로 441,SK에너지
1925,1725,1595,1650,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주)일신주유소,True,False,False,False,False,서울 금천구 시흥대로 118,GS칼텍스
False,1725,1595,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,백산주유소,True,False,True,False,False,서울특별시 금천구 시흥대로 174 (시흥동),S-OIL
False,1738,1615,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 남서울셀프주유소,False,False,False,False,False,서울 금천구 독산로 257 (독산동),HD현대오일뱅크
1879,1739,1599,1380,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 박미주유소,True,False,False,False,False,서울 금천구 시흥대로 39-7 (시흥동),SK에너지
1889,1789,1649,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,현대오일뱅크㈜직영 금천제일주유소,True,False,False,False,False,서울 금천구 남부순환로 1410 (독산동),HD현대오일뱅크
2070,1675,1525,1600,https://www.opinet.co.kr/images/user/com/icon_hy.gif,화랑대주유소,True,False,False,False,True,서울 노원구 화랑로 483,HD현대오일뱅크
1995,1675,1545,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,이엠석유(주)배꽃나라주유소,True,False,True,False,False,서울 노원구 화랑로 466 (공릉1동),GS칼텍스
1944,1675,1575,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)정건에너지직영,True,False,False,False,False,서울 노원구 노원로17길 29 (하계동),HD현대오일뱅크
1957,1695,1575,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,태릉솔밭주유소,True,False,False,False,True,서울 노원구 노원로 49 (공릉동),S-OIL
False,1725,1595,1400,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼육주유소,True,False,False,False,False,서울 노원구 화랑로 822 (공릉동),SK에너지
False,1729,1609,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,구도일주유소 불암,True,False,False,False,False,서울 노원구 한글비석로 268 (중계동),S-OIL
1980,1730,1620,1700,https://www.opinet.co.kr/images/user/com/icon_sk.gif,한신주유소,True,False,False,False,False,서울 노원구 동일로 1089 (공릉동),SK에너지
False,1749,1619,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지㈜직영 상계주유소,True,False,False,False,False,서울 노원구 노해로 527 (상계동),SK에너지
False,1795,1670,1570,https://www.opinet.co.kr/images/user/com/icon_hy.gif,상계동주유소,False,False,True,False,False,서울 노원구 노원로26길 191 (상계동),HD현대오일뱅크
False,1798,1688,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)소모 수락산셀프주유소,False,False,False,False,False,서울 노원구 동일로 1772,GS칼텍스
False,1818,1698,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,신성주유소,True,False,False,False,True,서울 노원구 월계로 328 (월계동),S-OIL
1994,1819,1679,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,월계주유소,True,False,False,False,False,서울 노원구 월계로 252,GS칼텍스
2058,1828,1698,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,성북역주유소,True,False,False,False,False,서울특별시 노원구 광운로 95 (월계1동),GS칼텍스
False,1875,1745,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,하계삼호주유소,False,False,False,False,False,서울 노원구 공릉로 294 (하계동),GS칼텍스
False,1647,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,요한주유소,True,False,False,False,False,서울 도봉구 마들로 776,HD현대오일뱅크
False,1647,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,이케이에너지 주식회사,True,False,False,False,False,서울 도봉구 도봉로 941 (도봉동),HD현대오일뱅크
1905,1649,1509,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,한이에너지(주) 쌍문주유소,True,False,True,False,True,서울 도봉구 도봉로 547 (쌍문동),S-OIL
1905,1649,1509,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 햇살주유소,True,False,False,False,False,서울 도봉구 방학로 142 (방학동),HD현대오일뱅크
False,1649,1509,1390,https://www.opinet.co.kr/images/user/com/icon_hy.gif,도봉제일주유소(주)송만에너지,False,False,False,False,False,서울 도봉구 도봉로 783 (도봉동),HD현대오일뱅크
1905,1651,1515,1450,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 방학동주유소,True,False,False,False,False,서울 도봉구 방학로 186,GS칼텍스
False,1655,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)헨지스에너지 구도일주유소 도봉,True,False,True,False,False,서울 도봉구 도봉로 706 (방학동),S-OIL
False,1661,1525,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼미북부셀프주유소,True,False,False,False,True,서울 도봉구 도봉로 437 (쌍문동),SK에너지
False,1675,1545,1480,https://www.opinet.co.kr/images/user/com/icon_soil.gif,구도일주유소 파크빌,False,False,False,False,False,서울 도봉구 해등로3길 86 (창동),S-OIL
False,1675,1535,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)신창주유소,True,False,False,False,True,서울 도봉구 덕릉로 267 (창동),GS칼텍스
False,1675,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,극동유화(주) 대안주유소,True,False,True,False,False,서울 도봉구 마들로 574 (창동),S-OIL
2300,1775,1635,1700,https://www.opinet.co.kr/images/user/com/icon_soil.gif,오복주유소,True,False,False,False,False,서울 도봉구 방학로 43,S-OIL
2107,1797,1667,1440,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 영신주유소,True,False,False,False,False,서울 도봉구 방학로 151,HD현대오일뱅크
1889,1635,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 국민주유소,False,False,False,False,False,서울 동대문구 답십리로 223 (답십리동),HD현대오일뱅크
False,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,재정제2주유소,True,False,False,False,False,서울 동대문구 사가정로 90 (전농동),HD현대오일뱅크
False,1645,1517,1450,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)정건에너지 배봉로지점,True,False,False,False,False,서울 동대문구 서울시립대로 108,HD현대오일뱅크
1889,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,재정주유소,True,False,False,False,False,서울 동대문구 전농로 121,HD현대오일뱅크
